BGP table version is 0, local router ID is 100.100.174.206
Status codes: s suppressed, d damped, h history, * valid, > best, i - internal,
              r RIB-failure, S Stale, R Removed
Origin codes: i - IGP, e - EGP, ? - incomplete

   Network          Next Hop            Metric LocPrf Weight Path
*> 10.191.250.124/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.250.198/32
                    100.100.243.130                        0 65084 64728 64698 i
*> 10.191.250.222/32
                    100.100.243.130                        0 65084 64728 64698 i
*> 10.191.250.253/32
                    100.100.243.130                        0 65084 64727 65083 64698 i
*> 10.191.251.25/32 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.252.64/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.65/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.68/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.69/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.70/32 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.252.71/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.72/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.73/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.74/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.77/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.78/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.79/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.82/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.83/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.84/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.85/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.87/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.90/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.91/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.92/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.93/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.94/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.252.95/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.96/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.97/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.98/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.99/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.100/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.102/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.103/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.104/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.105/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.106/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.107/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.109/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.112/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.116/32
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.252.117/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.119/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.120/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.121/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.123/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.126/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.127/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.128/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.129/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.131/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.138/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.142/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.143/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.145/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.149/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.150/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.151/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.158/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.160/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.164/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.167/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.173/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.177/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.178/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.191/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.252.192/26
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.252.225/32
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.252.246/32
                    100.100.243.130                        0 65084 64727 65083 64698 i
*> 10.191.252.249/32
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.253.1/32  100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.2/32  100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.3/32  100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.5/32  100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.6/32  100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.7/32  100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.8/32  100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.9/32  100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.10/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.12/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.13/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.14/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.15/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.16/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.17/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.18/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.21/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.22/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.23/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.26/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.27/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.28/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.29/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.30/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.31/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.32/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.33/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.34/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.36/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.37/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.38/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.39/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.40/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.42/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.43/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.44/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.45/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.46/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.47/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.48/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.50/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.51/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.53/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.54/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.55/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.56/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.58/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.59/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.60/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.62/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.64/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.65/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.66/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.67/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.68/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.70/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.71/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.72/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.73/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.74/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.75/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.76/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.77/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.78/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.79/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.80/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.81/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.82/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.83/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.84/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.85/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.86/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.87/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.88/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.90/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.91/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.92/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.93/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.94/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.95/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.96/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.97/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.98/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.99/32 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.101/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.102/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.103/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.104/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.105/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.106/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.108/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.109/32
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.253.110/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.112/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.113/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.114/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.115/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.116/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.117/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.118/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.120/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.122/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.123/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.124/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.125/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.126/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.253.137/32
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.253.150/32
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.253.193/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.253.203/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.253.218/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.253.232/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.253.233/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.253.250/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.60/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.74/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.81/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.82/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.84/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.88/32 100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.101/32
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.254.107/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.114/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.138/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.155/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.160/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.167/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.182/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.254.188/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.255.64/26 100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.255.67/32 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.255.69/32 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.255.71/32 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.255.79/32 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.255.95/32 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.255.97/32 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.255.125/32
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.255.127/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.255.129/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.255.141/32
                    100.100.243.130                        0 65084 64727 65083 64698 i
*> 10.191.255.143/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.255.146/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.255.151/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.255.152/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.255.163/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.255.165/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.255.186/32
                    100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.191.255.195/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.255.196/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.255.199/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.255.201/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.255.206/32
                    100.100.243.130                        0 65084 64693 65091 64698 i
*> 10.191.255.220/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.255.222/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.255.226/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.255.229/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.191.255.233/32
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.191.255.254/32
                    100.100.243.130                        0 65084 64601 64641 64698 i
*> 10.192.0.0/13    100.100.243.130                        0 65084 64601 i
*> 10.192.0.0/17    100.100.243.130                        0 65084 64601 i
*> 10.192.128.0/17  100.100.243.130                        0 65084 64601 64614 i
*> 10.193.0.0/17    100.100.243.130                        0 65084 64601 i
*> 10.193.128.0/17  100.100.243.130                        0 65084 64601 i
*> 10.194.0.0/17    100.100.243.130                        0 65084 64601 64610 i
*> 10.194.128.0/18  100.100.243.130                        0 65084 64601 i
*> 10.194.128.2/31  100.100.243.130                        0 65084 64601 i
*> 10.194.128.4/31  100.100.243.130                        0 65084 64601 i
*> 10.194.128.6/31  100.100.243.130                        0 65084 64601 i
*> 10.194.128.8/31  100.100.243.130                        0 65084 64601 i
*> 10.194.128.12/31 100.100.243.130                        0 65084 64601 i
*> 10.194.128.14/31 100.100.243.130                        0 65084 64601 i
*> 10.194.128.16/31 100.100.243.130                        0 65084 64601 i
*> 10.194.128.18/31 100.100.243.130                        0 65084 64601 i
*> 10.194.192.128/25
                    100.100.243.130                        0 65084 64601 64614 64698 i
*> 10.194.193.0/25  100.100.243.130                        0 65084 64601 64613 64698 i
*> 10.194.193.128/25
                    100.100.243.130                        0 65084 64601 64613 64698 i
*> 10.194.194.0/25  100.100.243.130                        0 65084 64601 64613 64698 i
*> 10.194.194.128/25
                    100.100.243.130                        0 65084 64601 64613 64698 i
*> 10.194.196.0/28  100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.0/30  100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.16/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.16/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.32/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.32/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.48/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.48/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.64/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.64/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.80/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.80/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.96/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.96/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.112/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.112/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.128/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.128/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.144/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.144/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.160/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.160/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.176/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.176/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.192/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.192/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.208/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.208/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.224/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.224/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.240/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.196.240/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.0/28  100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.0/30  100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.16/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.16/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.32/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.32/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.48/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.48/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.64/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.64/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.80/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.80/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.96/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.96/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.112/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.112/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.128/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.128/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.144/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.144/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.160/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.160/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.176/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.176/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.192/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.192/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.208/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.208/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.224/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.224/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.240/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.197.240/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.200.0/28  100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.0/30  100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.16/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.16/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.32/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.32/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.48/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.48/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.64/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.64/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.80/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.80/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.96/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.96/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.112/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.112/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.128/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.128/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.144/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.144/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.160/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.160/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.176/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.176/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.192/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.192/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.208/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.208/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.224/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.224/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.240/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.200.240/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.0/28  100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.0/30  100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.16/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.16/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.32/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.32/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.48/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.48/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.64/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.64/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.80/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.80/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.96/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.96/30 100.100.243.130                        0 65084 64601 64610 64698 i
